onset	duration	trial_type
19.82	8	autobio
33.42	8	autobio
47.22	8	autobio
61.22	8	autobio
75.02	8	control
88.62	8	autobio
102.62	8	autobio
117.02	8	autobio
131.02	8	control
145.02	8	autobio
159.22	8	autobio
173.42	8	control
187.82	8	autobio
202.22	8	autobio
216.62	8	autobio
230.62	8	control
244.62	8	autobio
258.82	8	autobio
272.82	8	autobio
286.62	8	autobio
300.42	8	autobio
314.42	8	control
328.42	8	autobio
342.42	8	autobio
356.22	8	autobio
369.82	8	autobio
383.42	8	autobio
397.42	8	autobio
411.62	8	autobio
425.82	8	autobio
